StateUT,Year,Season,Scheme,Crop,Applications_Enrolled,Applications_Insured,Area_Insured_ha,Premium_Paid_by_Farmers_Rs,Total_Premium_Rs,Claims_Paid_Rs,Claims_Pending_Rs,Farmers_Benefitted,Number_of_Claims
Arunachal Pradesh,2022,Kharif,PMFBY,Wheat,387,336,210.13,147848,151667,234728,26087,142,36
Arunachal Pradesh,2022,Kharif,PMFBY,Maize,427,392,441.66,297396,1189268,699830,95521,182,36
Arunachal Pradesh,2022,Kharif,PMFBY,Cotton,402,316,402.99,233584,937441,205891,5156,221,14
Arunachal Pradesh,2022,Kharif,PMFBY,Pulses,483,344,244.49,163587,807736,151697,8193,299,12
Arunachal Pradesh,2022,Kharif,PMFBY,Oilseeds,432,293,362.56,152960,205315,877003,54791,227,49
Arunachal Pradesh,2022,Kharif,RWBCIS,Rice,417,325,734.6,242010,919823,1483437,65709,96,100
Arunachal Pradesh,2022,Kharif,RWBCIS,Wheat,451,381,491.59,308681,507896,1339847,57763,174,228
Arunachal Pradesh,2022,Kharif,RWBCIS,Maize,406,284,616.55,128746,507840,828251,2401,82,74
Arunachal Pradesh,2022,Kharif,RWBCIS,Cotton,435,348,588.21,121144,585239,1710955,133206,235,177
Arunachal Pradesh,2022,Kharif,RWBCIS,Pulses,454,362,887.63,244391,261338,2152854,260653,103,240
Arunachal Pradesh,2022,Kharif,RWBCIS,Oilseeds,454,332,412.83,82901,382701,873609,127660,263,163
Arunachal Pradesh,2022,Rabi,PMFBY,Rice,467,418,591.88,259719,562634,393149,13460,156,32
Arunachal Pradesh,2022,Rabi,PMFBY,Wheat,452,281,678.78,519697,1304886,2021624,165111,246,330
Arunachal Pradesh,2022,Rabi,PMFBY,Maize,428,288,225.1,129083,910404,437987,9655,221,30
Arunachal Pradesh,2022,Rabi,PMFBY,Cotton,429,299,355.92,267115,557619,596156,79599,208,100
Arunachal Pradesh,2022,Rabi,PMFBY,Pulses,411,345,481.39,135061,1092995,878127,31862,190,58
Arunachal Pradesh,2022,Rabi,PMFBY,Oilseeds,399,361,512.38,270509,703325,312424,7768,185,38
Arunachal Pradesh,2022,Rabi,RWBCIS,Rice,461,444,396.87,305930,1300749,904589,133130,266,102
Arunachal Pradesh,2022,Rabi,RWBCIS,Wheat,432,271,472.81,372908,563015,1173272,159782,233,60
Arunachal Pradesh,2022,Rabi,RWBCIS,Maize,437,387,318.63,154899,873230,356340,34242,258,48
Arunachal Pradesh,2022,Rabi,RWBCIS,Cotton,440,347,181.9,37366,394395,512137,17567,223,61
Arunachal Pradesh,2022,Rabi,RWBCIS,Pulses,425,372,256.98,117497,146666,437438,43466,105,47
Arunachal Pradesh,2022,Rabi,RWBCIS,Oilseeds,430,420,247.73,162661,534385,366924,41514,354,19
Arunachal Pradesh,2022,Zaid,PMFBY,Rice,440,395,395.79,213111,571689,847615,30565,132,45
Arunachal Pradesh,2022,Zaid,PMFBY,Wheat,404,276,159.49,35345,210566,425348,18023,239,31
Arunachal Pradesh,2022,Zaid,PMFBY,Maize,432,344,694.04,256446,609496,1898363,269508,284,168
Arunachal Pradesh,2022,Zaid,PMFBY,Cotton,454,358,325.55,180575,366710,432627,55486,123,71
Arunachal Pradesh,2022,Zaid,PMFBY,Pulses,397,314,414.11,284298,1120123,550964,57324,232,37
Arunachal Pradesh,2022,Zaid,PMFBY,Oilseeds,411,330,351.43,159949,197520,288056,33078,66,26
Arunachal Pradesh,2022,Zaid,RWBCIS,Rice,437,423,402.8,154079,458021,433430,96,301,22
Arunachal Pradesh,2022,Zaid,RWBCIS,Wheat,418,368,808.44,366690,669620,1061674,113486,284,137
Arunachal Pradesh,2022,Zaid,RWBCIS,Maize,428,388,958.25,625305,1018500,1894072,187801,99,144
Arunachal Pradesh,2022,Zaid,RWBCIS,Cotton,449,402,670.35,517063,559485,779828,70366,164,50
Arunachal Pradesh,2022,Zaid,RWBCIS,Pulses,452,359,544.88,229704,1162628,1399669,146379,251,117
Arunachal Pradesh,2022,Zaid,RWBCIS,Oilseeds,472,413,918.26,334653,1141723,907334,47001,180,46
Arunachal Pradesh,2023,Kharif,PMFBY,Rice,461,403,654.53,502846,999104,949916,23230,302,59
Arunachal Pradesh,2023,Kharif,PMFBY,Wheat,429,394,206.0,128177,1098434,328396,11575,273,19
Arunachal Pradesh,2023,Kharif,PMFBY,Maize,439,272,410.61,259125,1121765,389315,46718,160,36
Arunachal Pradesh,2023,Kharif,PMFBY,Cotton,409,269,301.17,112646,984060,657080,78523,101,46
Arunachal Pradesh,2023,Kharif,PMFBY,Pulses,440,415,217.59,131514,183349,407360,17576,172,40
Arunachal Pradesh,2023,Kharif,PMFBY,Oilseeds,443,389,509.22,122728,906487,618395,40143,264,62
Arunachal Pradesh,2023,Kharif,RWBCIS,Rice,392,375,668.8,403211,1035493,667115,41862,272,102
Arunachal Pradesh,2023,Kharif,RWBCIS,Wheat,422,322,792.36,190564,709264,751483,109417,90,68
Arunachal Pradesh,2023,Kharif,RWBCIS,Maize,451,343,409.22,179471,443747,414676,30046,133,45
Arunachal Pradesh,2023,Kharif,RWBCIS,Cotton,442,277,665.59,251842,343908,1329590,124380,181,148
Arunachal Pradesh,2023,Kharif,RWBCIS,Pulses,420,364,626.09,242763,513859,1248530,162202,314,190
Arunachal Pradesh,2023,Kharif,RWBCIS,Oilseeds,451,305,510.93,317126,997237,776807,1794,185,88
Arunachal Pradesh,2023,Rabi,PMFBY,Rice,433,325,708.37,221808,894268,2084391,31858,67,181
Arunachal Pradesh,2023,Rabi,PMFBY,Wheat,403,381,521.22,185151,619554,1203299,1634,233,85
Arunachal Pradesh,2023,Rabi,PMFBY,Maize,444,386,263.55,84221,961691,618501,1275,144,75
Arunachal Pradesh,2023,Rabi,PMFBY,Cotton,421,262,371.48,237613,844344,810636,9867,227,46
Arunachal Pradesh,2023,Rabi,PMFBY,Pulses,456,435,691.0,221237,838020,1628828,180291,246,270
Arunachal Pradesh,2023,Rabi,PMFBY,Oilseeds,428,351,553.41,199954,568402,1515439,151498,264,128
Arunachal Pradesh,2023,Rabi,RWBCIS,Rice,444,385,521.75,242889,892211,1482136,14230,299,158
Arunachal Pradesh,2023,Rabi,RWBCIS,Wheat,432,308,463.62,108351,599446,1306378,20653,226,117
Arunachal Pradesh,2023,Rabi,RWBCIS,Maize,445,293,240.53,58279,243925,519677,68729,226,34
Arunachal Pradesh,2023,Rabi,RWBCIS,Cotton,406,291,290.97,148105,683658,405093,21498,227,24
Arunachal Pradesh,2023,Rabi,RWBCIS,Pulses,424,407,469.47,193729,699363,1339305,176049,111,123
Arunachal Pradesh,2023,Rabi,RWBCIS,Oilseeds,439,295,654.2,396553,1234461,1731609,194379,150,122
Arunachal Pradesh,2023,Zaid,PMFBY,Rice,412,275,519.17,175354,292905,474112,142,193,30
Arunachal Pradesh,2023,Zaid,PMFBY,Wheat,437,276,148.56,44486,935341,163987,8714,76,20
Arunachal Pradesh,2023,Zaid,PMFBY,Maize,437,302,185.87,80783,314986,194956,28070,191,15
Arunachal Pradesh,2023,Zaid,PMFBY,Cotton,431,347,656.82,408074,579767,1149620,71039,281,79
Arunachal Pradesh,2023,Zaid,PMFBY,Pulses,438,363,266.59,107256,250097,594545,18394,172,32
Arunachal Pradesh,2023,Zaid,PMFBY,Oilseeds,416,315,168.92,114132,183177,284738,23947,202,19
Arunachal Pradesh,2023,Zaid,RWBCIS,Rice,420,367,576.67,404632,1226020,1504137,109447,159,89
Arunachal Pradesh,2023,Zaid,RWBCIS,Wheat,433,400,906.05,434710,510409,1331500,160487,332,165
Arunachal Pradesh,2023,Zaid,RWBCIS,Maize,396,296,468.72,365995,432559,994059,11050,137,58
Arunachal Pradesh,2023,Zaid,RWBCIS,Cotton,439,300,360.31,152598,221311,513058,35727,212,35
Arunachal Pradesh,2023,Zaid,RWBCIS,Pulses,449,306,557.95,273615,278928,1401144,162423,179,234
Arunachal Pradesh,2023,Zaid,RWBCIS,Oilseeds,453,406,813.42,554591,1072599,692067,69673,258,43
Arunachal Pradesh,2024,Kharif,PMFBY,Rice,413,387,773.98,576566,1335281,1542456,151346,318,113
Arunachal Pradesh,2024,Kharif,PMFBY,Wheat,444,346,668.75,242466,444720,859054,31119,121,76
Arunachal Pradesh,2024,Kharif,PMFBY,Maize,469,314,205.34,126837,509635,524557,51893,238,58
Arunachal Pradesh,2024,Kharif,PMFBY,Cotton,448,428,758.74,299480,568991,741529,77264,151,53
Arunachal Pradesh,2024,Kharif,PMFBY,Pulses,421,382,785.41,515630,703352,566251,59367,175,49
Arunachal Pradesh,2024,Kharif,PMFBY,Oilseeds,419,257,471.26,185590,1083509,1281966,62552,213,64
Arunachal Pradesh,2024,Kharif,RWBCIS,Rice,458,318,525.78,126373,221290,1575884,77212,230,92
Arunachal Pradesh,2024,Kharif,RWBCIS,Wheat,419,316,240.21,51274,411700,590759,50171,132,40
Arunachal Pradesh,2024,Kharif,RWBCIS,Maize,418,372,650.06,427337,466275,1685475,156629,221,117
Arunachal Pradesh,2024,Kharif,RWBCIS,Cotton,462,379,940.43,615077,1057370,2133358,124555,137,153
Arunachal Pradesh,2024,Kharif,RWBCIS,Pulses,474,345,536.6,175458,1171089,1584470,154369,263,101
Arunachal Pradesh,2024,Kharif,RWBCIS,Oilseeds,441,340,628.85,381409,754531,1794883,45058,187,117
Arunachal Pradesh,2024,Rabi,PMFBY,Rice,448,315,255.91,148828,748130,242702,25671,163,16
Arunachal Pradesh,2024,Rabi,PMFBY,Wheat,459,278,572.18,323750,1023389,1485029,178830,243,114
Arunachal Pradesh,2024,Rabi,PMFBY,Maize,435,286,470.53,172312,1093619,921287,81926,128,159
Arunachal Pradesh,2024,Rabi,PMFBY,Cotton,401,374,847.42,504577,715808,2252012,299324,126,140
Arunachal Pradesh,2024,Rabi,PMFBY,Pulses,422,413,231.3,170796,793426,678508,47327,328,114
Arunachal Pradesh,2024,Rabi,PMFBY,Oilseeds,426,413,881.32,627084,1565049,628169,36333,103,77
Arunachal Pradesh,2024,Rabi,RWBCIS,Rice,418,293,205.67,61803,209078,603167,68697,257,52
Arunachal Pradesh,2024,Rabi,RWBCIS,Wheat,422,305,335.12,113774,243452,382425,20382,205,64
Arunachal Pradesh,2024,Rabi,RWBCIS,Maize,417,273,323.58,232588,387513,228720,16624,112,17
Arunachal Pradesh,2024,Rabi,RWBCIS,Cotton,456,374,565.12,161877,785875,669159,48966,96,56
Arunachal Pradesh,2024,Rabi,RWBCIS,Pulses,424,263,351.69,167073,892079,680773,68133,196,38
Arunachal Pradesh,2024,Rabi,RWBCIS,Oilseeds,424,389,964.29,707511,1078978,952638,69932,280,77
Arunachal Pradesh,2024,Zaid,PMFBY,Rice,435,320,710.27,315419,643652,1161274,132811,92,146
Arunachal Pradesh,2024,Zaid,PMFBY,Wheat,484,394,653.5,322682,967427,702229,58214,181,47
Arunachal Pradesh,2024,Zaid,PMFBY,Maize,410,274,289.7,95956,278793,742871,31837,233,38
Arunachal Pradesh,2024,Zaid,PMFBY,Cotton,440,326,683.12,287207,374224,1292437,163840,247,169
Arunachal Pradesh,2024,Zaid,PMFBY,Pulses,446,304,683.44,239068,502315,342836,44775,229,24
Arunachal Pradesh,2024,Zaid,PMFBY,Oilseeds,452,349,419.65,107542,593672,1175796,7065,141,145
Arunachal Pradesh,2024,Zaid,RWBCIS,Rice,419,325,465.59,305588,460080,799960,51596,201,40
Arunachal Pradesh,2024,Zaid,RWBCIS,Wheat,453,414,348.35,76037,280485,470631,36044,261,25
Arunachal Pradesh,2024,Zaid,RWBCIS,Maize,436,269,153.28,81345,519523,398214,9598,59,34
Arunachal Pradesh,2024,Zaid,RWBCIS,Cotton,419,366,264.69,149548,430597,247152,14078,279,23
Arunachal Pradesh,2024,Zaid,RWBCIS,Pulses,452,403,392.47,238008,803789,1107889,64367,99,210
Arunachal Pradesh,2024,Zaid,RWBCIS,Oilseeds,458,409,396.26,161298,191401,1150632,115271,349,128
Assam,2020,Kharif,PMFBY,Rice,397,366,876.32,640514,1379580,1046030,44187,320,203
Assam,2020,Kharif,PMFBY,Wheat,399,333,825.91,319733,659704,575947,38254,127,57
Assam,2020,Kharif,PMFBY,Maize,367,349,217.64,55589,218379,432675,9766,306,37
Assam,2020,Kharif,PMFBY,Cotton,387,301,548.97,357218,1111086,1067597,144824,232,65
Assam,2020,Kharif,PMFBY,Pulses,345,234,427.53,190986,593392,1159234,155725,196,119
Assam,2020,Kharif,PMFBY,Oilseeds,398,267,232.09,94058,524015,598182,10758,191,46
Assam,2020,Kharif,RWBCIS,Rice,374,267,451.81,207971,372376,357588,29324,222,35
Assam,2020,Kharif,RWBCIS,Wheat,401,382,818.23,441814,1098844,2246832,134648,164,435
Assam,2020,Kharif,RWBCIS,Maize,408,260,429.97,205693,324402,1269022,40868,64,91
Assam,2020,Kharif,RWBCIS,Cotton,401,340,531.96,139352,311875,1021329,45402,291,59
Assam,2020,Kharif,RWBCIS,Pulses,378,234,440.86,209302,435823,897117,34026,141,86
Assam,2020,Kharif,RWBCIS,Oilseeds,407,318,382.12,159549,965263,504570,15823,82,42
Assam,2020,Rabi,PMFBY,Rice,386,264,333.16,228229,1051852,486923,33534,109,26
Assam,2020,Rabi,PMFBY,Wheat,360,309,483.01,106067,581663,733871,17747,204,38
Assam,2020,Rabi,PMFBY,Maize,390,244,325.82,87911,700706,927351,92055,62,90
Assam,2020,Rabi,PMFBY,Cotton,390,357,760.18,431097,804554,865344,13743,160,77
Assam,2020,Rabi,PMFBY,Pulses,397,248,320.05,98917,255729,821970,5168,122,109
Assam,2020,Rabi,PMFBY,Oilseeds,413,284,427.38,273050,1231168,449226,59714,243,24
Assam,2020,Rabi,RWBCIS,Rice,394,296,593.42,307852,985290,932349,102301,230,130
Assam,2020,Rabi,RWBCIS,Wheat,408,375,510.98,218405,1133465,576346,72984,202,45
Assam,2020,Rabi,RWBCIS,Maize,375,271,156.78,56942,63321,461856,66905,129,29
Assam,2020,Rabi,RWBCIS,Cotton,378,342,818.58,360279,1143576,953499,141642,75,68
Assam,2020,Rabi,RWBCIS,Pulses,396,255,606.15,187125,809878,640513,29516,149,57
Assam,2020,Rabi,RWBCIS,Oilseeds,364,276,556.02,410776,494903,824444,12397,58,55
Assam,2020,Zaid,PMFBY,Rice,392,270,147.8,103603,1078293,123952,4304,218,7
Assam,2020,Zaid,PMFBY,Wheat,382,234,385.61,168025,196677,755075,1280,176,79
Assam,2020,Zaid,PMFBY,Maize,381,307,322.5,201776,473268,890296,50042,180,155
Assam,2020,Zaid,PMFBY,Cotton,383,347,329.18,110488,927793,930261,13307,179,92
Assam,2020,Zaid,PMFBY,Pulses,412,280,561.38,129553,622088,901165,45203,133,70
Assam,2020,Zaid,PMFBY,Oilseeds,364,329,664.69,194315,343564,777977,42136,160,51
Assam,2020,Zaid,RWBCIS,Rice,345,258,488.74,154472,795976,561841,74676,213,59
Assam,2020,Zaid,RWBCIS,Wheat,370,255,470.42,327242,1000334,1204687,71738,79,75
Assam,2020,Zaid,RWBCIS,Maize,379,266,176.21,140184,296385,523529,76745,201,35
Assam,2020,Zaid,RWBCIS,Cotton,391,277,397.6,227282,638472,623722,30901,165,35
Assam,2020,Zaid,RWBCIS,Pulses,398,322,663.01,139047,957427,398036,53133,288,42
Assam,2020,Zaid,RWBCIS,Oilseeds,369,256,571.17,149478,275433,1683740,170185,203,171
Assam,2021,Kharif,PMFBY,Rice,397,329,613.61,334550,763612,730077,84169,118,47
Assam,2021,Kharif,PMFBY,Wheat,370,327,306.54,72333,203306,617676,78702,76,39
Assam,2021,Kharif,PMFBY,Maize,378,360,419.02,200795,214477,294989,11442,79,20
Assam,2021,Kharif,PMFBY,Cotton,383,255,278.43,166583,1131885,174309,23280,154,13
Assam,2021,Kharif,PMFBY,Pulses,387,245,416.95,168688,1085956,632295,13589,172,67
Assam,2021,Kharif,PMFBY,Oilseeds,388,365,760.8,460905,1140538,2179549,96714,73,240
Assam,2021,Kharif,RWBCIS,Rice,369,310,522.95,109687,838465,684451,68280,183,68
Assam,2021,Kharif,RWBCIS,Wheat,362,331,773.48,456255,559689,1164140,127288,247,172
Assam,2021,Kharif,RWBCIS,Maize,378,228,360.38,256119,1213750,689898,53239,59,52
Assam,2021,Kharif,RWBCIS,Cotton,380,284,278.49,71566,386484,206532,5480,253,18
Assam,2021,Kharif,RWBCIS,Pulses,388,379,631.2,433940,760881,798064,48208,254,52
Assam,2021,Kharif,RWBCIS,Oilseeds,376,315,238.35,130400,823822,536652,60653,255,43
Assam,2021,Rabi,PMFBY,Rice,400,268,147.77,54782,497815,301859,38485,90,44
Assam,2021,Rabi,PMFBY,Wheat,441,344,574.87,301706,387738,369393,5845,210,28
Assam,2021,Rabi,PMFBY,Maize,370,337,196.52,98039,787349,222221,10259,212,12
Assam,2021,Rabi,PMFBY,Cotton,406,356,437.75,255900,722081,426736,44919,210,41
Assam,2021,Rabi,PMFBY,Pulses,419,301,184.74,121913,824020,245405,24872,144,15
Assam,2021,Rabi,PMFBY,Oilseeds,384,366,366.64,99824,684367,1071800,60745,89,106
Assam,2021,Rabi,RWBCIS,Rice,387,328,818.52,385559,740287,1229221,21231,268,110
Assam,2021,Rabi,RWBCIS,Wheat,380,291,522.77,123827,937550,1490553,145053,253,205
Assam,2021,Rabi,RWBCIS,Maize,385,316,411.72,165862,292686,609081,14861,226,75
Assam,2021,Rabi,RWBCIS,Cotton,346,285,639.49,349282,694762,1603540,129954,73,119
Assam,2021,Rabi,RWBCIS,Pulses,418,297,233.72,67982,500753,464916,5622,255,28
Assam,2021,Rabi,RWBCIS,Oilseeds,392,247,359.06,207557,1036209,882811,36690,212,129
Assam,2021,Zaid,PMFBY,Rice,366,225,294.94,150352,730997,837583,84460,121,49
Assam,2021,Zaid,PMFBY,Wheat,431,419,281.68,193974,474308,233921,15434,273,22
Assam,2021,Zaid,PMFBY,Maize,345,325,411.59,135742,578319,255559,31452,253,18
Assam,2021,Zaid,PMFBY,Cotton,378,306,658.47,381172,1165577,1314574,81663,266,100
Assam,2021,Zaid,PMFBY,Pulses,393,329,540.62,168080,227667,1087132,124535,186,129
Assam,2021,Zaid,PMFBY,Oilseeds,396,304,251.33,78082,280375,368643,2828,145,29
Assam,2021,Zaid,RWBCIS,Rice,386,354,279.89,140902,202943,189734,16332,211,10
Assam,2021,Zaid,RWBCIS,Wheat,390,241,167.74,37983,223259,310852,30102,56,16
Assam,2021,Zaid,RWBCIS,Maize,409,257,215.82,59602,182885,387700,14297,116,20
Assam,2021,Zaid,RWBCIS,Cotton,397,259,327.45,174478,251236,167153,16810,168,15
Assam,2021,Zaid,RWBCIS,Pulses,386,235,275.12,84255,182679,795592,71527,167,82
Assam,2021,Zaid,RWBCIS,Oilseeds,381,242,207.65,140892,818437,387749,27632,205,64
Assam,2022,Kharif,PMFBY,Rice,374,335,832.48,286708,1161015,2144932,72281,161,192
Assam,2022,Kharif,PMFBY,Wheat,405,355,475.71,260221,1092832,1194229,155206,86,78
Assam,2022,Kharif,PMFBY,Maize,362,292,381.2,195086,1191612,319462,32367,139,46
Assam,2022,Kharif,PMFBY,Cotton,413,403,369.4,152660,821879,631492,39631,182,45
Assam,2022,Kharif,PMFBY,Pulses,391,304,488.51,264857,474964,1150772,4350,136,69
Assam,2022,Kharif,PMFBY,Oilseeds,390,336,549.29,372279,1107304,1112460,81462,99,125
Assam,2022,Kharif,RWBCIS,Rice,382,303,326.14,66493,562732,395955,43631,66,29
Assam,2022,Kharif,RWBCIS,Wheat,427,332,226.7,130445,680976,344224,26921,275,43
Assam,2022,Kharif,RWBCIS,Maize,391,323,684.86,313532,1063391,1905694,163544,105,211
Assam,2022,Kharif,RWBCIS,Cotton,368,263,423.5,234109,660608,863327,10564,69,114
Assam,2022,Kharif,RWBCIS,Pulses,388,274,356.37,244869,258731,756733,75924,208,40
Assam,2022,Kharif,RWBCIS,Oilseeds,414,337,615.38,373806,1305546,1841447,198920,135,101
Assam,2022,Rabi,PMFBY,Rice,342,321,324.97,108017,246142,860449,64541,216,100
Assam,2022,Rabi,PMFBY,Wheat,402,288,380.55,123989,1100550,804485,112774,119,48
Assam,2022,Rabi,PMFBY,Maize,403,389,500.69,139407,811115,1163240,100340,134,93
Assam,2022,Rabi,PMFBY,Cotton,376,317,630.97,214110,619435,740067,22050,237,40
Assam,2022,Rabi,PMFBY,Pulses,379,356,780.44,241693,1197984,1125153,57255,87,92
Assam,2022,Rabi,PMFBY,Oilseeds,358,257,544.24,394734,697200,1440465,185222,189,200
Assam,2022,Rabi,RWBCIS,Rice,397,313,560.72,283916,403868,717811,86395,251,102
Assam,2022,Rabi,RWBCIS,Wheat,432,367,735.34,505302,1451051,942926,121426,107,61
Assam,2022,Rabi,RWBCIS,Maize,401,279,626.66,188822,242456,1437347,102514,222,134
Assam,2022,Rabi,RWBCIS,Cotton,365,295,259.13,163830,674943,521054,36023,230,30
Assam,2022,Rabi,RWBCIS,Pulses,399,366,674.18,416788,779770,1819072,197925,102,164
Assam,2022,Rabi,RWBCIS,Oilseeds,414,399,741.47,429182,699741,831914,117557,163,50
Assam,2022,Zaid,PMFBY,Rice,381,230,365.36,286978,656114,508939,26268,130,44
Assam,2022,Zaid,PMFBY,Wheat,414,328,254.77,201178,451150,174112,17319,202,16
Assam,2022,Zaid,PMFBY,Maize,382,257,550.11,324151,743120,904970,34839,187,71
Assam,2022,Zaid,PMFBY,Cotton,376,367,502.98,378450,723466,320314,9813,181,39
Assam,2022,Zaid,PMFBY,Pulses,409,271,200.74,48291,772320,566492,36584,77,45
Assam,2022,Zaid,PMFBY,Oilseeds,378,316,612.23,163075,198665,1828012,63815,75,233
Assam,2022,Zaid,RWBCIS,Rice,335,303,358.29,167146,842732,634974,82049,244,123
Assam,2022,Zaid,RWBCIS,Wheat,404,394,577.79,457689,1212258,647999,52332,352,36
Assam,2022,Zaid,RWBCIS,Maize,356,260,133.63,59076,293830,340379,17223,203,68
Assam,2022,Zaid,RWBCIS,Cotton,375,258,164.18,51269,606818,201679,12627,120,11
Assam,2022,Zaid,RWBCIS,Pulses,417,302,215.51,166383,226609,268122,11988,128,36
Assam,2022,Zaid,RWBCIS,Oilseeds,404,339,253.47,61421,970850,247215,30454,197,40
Assam,2023,Kharif,PMFBY,Rice,434,402,336.72,239868,253096,599177,69155,343,32
Assam,2023,Kharif,PMFBY,Wheat,407,275,293.8,109699,486752,435794,35597,86,28
Assam,2023,Kharif,PMFBY,Maize,365,288,602.75,387979,1033513,536106,43991,75,50
Assam,2023,Kharif,PMFBY,Cotton,382,268,646.23,499006,851333,392746,10551,127,20
Assam,2023,Kharif,PMFBY,Pulses,362,232,571.3,245071,1020305,774956,72962,78,108
Assam,2023,Kharif,PMFBY,Oilseeds,415,376,239.92,96178,409881,501220,26762,114,36
Assam,2023,Kharif,RWBCIS,Rice,407,264,235.85,80776,380673,496933,44794,181,48
Assam,2023,Kharif,RWBCIS,Wheat,408,317,666.3,205284,315147,1805147,92856,215,336
Assam,2023,Kharif,RWBCIS,Maize,398,247,424.75,146319,533126,297942,6577,101,47
Assam,2023,Kharif,RWBCIS,Cotton,419,328,244.85,94171,1020230,221402,32076,113,14
Assam,2023,Kharif,RWBCIS,Pulses,389,315,494.27,156819,323048,1379618,67844,145,84
Assam,2023,Kharif,RWBCIS,Oilseeds,377,331,561.0,408709,458314,641030,44715,119,40
Assam,2023,Rabi,PMFBY,Rice,420,306,741.47,346201,835249,1022580,139513,183,62
Assam,2023,Rabi,PMFBY,Wheat,406,310,681.05,284647,1078582,1942682,181605,223,114
Assam,2023,Rabi,PMFBY,Maize,410,253,329.85,199313,649663,782539,41903,163,100
Assam,2023,Rabi,PMFBY,Cotton,402,272,294.8,191374,673975,306615,44487,191,16
Assam,2023,Rabi,PMFBY,Pulses,383,360,558.04,348422,600594,902248,16707,124,180
Assam,2023,Rabi,PMFBY,Oilseeds,371,340,544.45,158918,887034,1089242,119476,251,55
Assam,2023,Rabi,RWBCIS,Rice,391,330,210.17,155198,274579,277342,33936,204,25
Assam,2023,Rabi,RWBCIS,Wheat,385,280,627.0,158556,935354,1642031,44783,140,219
Assam,2023,Rabi,RWBCIS,Maize,399,335,299.15,97836,139333,390441,32782,268,26
Assam,2023,Rabi,RWBCIS,Cotton,383,334,788.35,407224,666128,498290,54270,95,52
Assam,2023,Rabi,RWBCIS,Pulses,388,321,267.24,114337,731531,781556,85303,272,48
Assam,2023,Rabi,RWBCIS,Oilseeds,392,334,583.42,327580,817365,1062782,53316,188,133
Assam,2023,Zaid,PMFBY,Rice,406,256,351.36,209054,646770,418781,35063,113,22
Assam,2023,Zaid,PMFBY,Wheat,421,305,602.15,133694,608463,807368,111482,64,61
Assam,2023,Zaid,PMFBY,Maize,401,253,618.57,315969,930155,675184,48968,127,110
Assam,2023,Zaid,PMFBY,Cotton,358,247,219.81,110553,879300,143946,12454,70,26
Assam,2023,Zaid,PMFBY,Pulses,360,275,601.7,215075,636787,360903,24311,166,27
Assam,2023,Zaid,PMFBY,Oilseeds,377,241,297.3,77208,843803,866833,126134,194,62
Assam,2023,Zaid,RWBCIS,Rice,398,334,471.37,230599,988375,567905,27092,283,97
Assam,2023,Zaid,RWBCIS,Wheat,386,321,511.29,178873,522148,1344755,112802,180,207
Assam,2023,Zaid,RWBCIS,Maize,380,239,446.03,338778,914443,363643,31731,176,33
Assam,2023,Zaid,RWBCIS,Cotton,414,389,679.59,189451,499142,682640,93060,285,45
Assam,2023,Zaid,RWBCIS,Pulses,375,332,480.84,161309,777930,288905,14135,175,40
Assam,2023,Zaid,RWBCIS,Oilseeds,361,322,435.03,234590,255599,254962,17050,248,14
Assam,2024,Kharif,PMFBY,Rice,354,335,427.44,298242,431937,1213283,136753,288,80
Assam,2024,Kharif,PMFBY,Wheat,379,267,310.88,192896,958212,877772,26965,203,55
Assam,2024,Kharif,PMFBY,Maize,348,246,272.81,215457,858234,625878,91687,114,37
Assam,2024,Kharif,PMFBY,Cotton,383,256,613.22,203137,529357,1465891,86580,160,126
Assam,2024,Kharif,PMFBY,Pulses,401,249,273.86,132709,300729,379842,22790,60,28
Assam,2024,Kharif,PMFBY,Oilseeds,414,342,625.68,282558,983655,955306,72312,70,62
Assam,2024,Kharif,RWBCIS,Rice,396,293,720.21,325853,827798,1998457,215013,178,118
Assam,2024,Kharif,RWBCIS,Wheat,412,321,408.34,318515,1015681,289128,37426,172,48
Assam,2024,Kharif,RWBCIS,Maize,389,363,329.6,229362,787050,209799,30584,203,22
Assam,2024,Kharif,RWBCIS,Cotton,385,275,243.47,67549,365408,596531,42201,99,80
Assam,2024,Kharif,RWBCIS,Pulses,377,275,680.97,334450,513613,1857584,128272,192,94
Assam,2024,Kharif,RWBCIS,Oilseeds,342,298,316.97,98445,137806,175797,20423,88,15
Assam,2024,Rabi,PMFBY,Rice,393,239,494.01,101918,863807,1350258,87667,137,111
Assam,2024,Rabi,PMFBY,Wheat,380,357,418.27,238013,1164920,1215136,92768,185,132
